Insee,Code_postal,Ville,Sécurité,Éducation,Sport / Loisir,Environnement,Vie pratique,pouce_positif,pouce_negatif,commentaire,date,auteur
3185,03100,Montluçon,,,,,,4,0,Je suis totalement d'accord.,13/02/2022,DoniLeFatchio
3185,03100,Montluçon,3,3,3,4,4,0,6,"Une Ville tranquille en phase avec ces habitants, ne toucher plus rien.  ",17/12/2021,allomb
3185,03100,Montluçon,,,,,,5,1,"Une ville tranquille ou II ne faut rien bouger ? Mdr encore un qui doit faire l’autruche et n’accepter aucune critiques sur sa ville, Montluçon est une ville morte sans avenir, sans ambitions.",02/02/2022,Lucas
3185,03100,Montluçon,,,,,,4,0,"Je suis d'accord, ville morte !! Et si on a de l'ambition on ne va pas vous louper... Ville sans avenir si pas de changement radicaux.. mais effectivement il ne faut pas critiquer la ville beaucoup font l'autruche, que c'est dommage.",08/02/2022,Cuicui
3185,03100,Montluçon,4,4,3,3,5,0,6,La ville est assez dynamique mais manque d'endroits verts. Le centre ville est sympathique et il y a pas mal de restaurants et bar qui animent un peu la ville ,06/12/2021,Camille
3185,03100,Montluçon,,,,,,4,1,Ville assez dynamique ? La grosse blague ! On ne doit pas parler de la même ville !,13/02/2022,Lucas
3185,03100,Montluçon,4,4,3,2,3,3,0,"Cette ville manque d'un cinéma digne de ce nom, d'un complexe comme on peut en trouver dans les villes de même tailles.",23/11/2021,Paillettesls
3185,03100,Montluçon,3,3,4,4,3,4,0,"Insécurité comme dans de nombreuses villes, effectif policier insuffisant. ",31/10/2021,arverne
3185,03100,Montluçon,5,3,5,5,5,0,6,C'est une ville ou le se sent en sécurité ce qui est rare de nos jours. Il y a très peu de bouchon et le cadre de vie est idéale.,29/09/2021,aurore
3185,03100,Montluçon,4,4,4,4,4,1,6,Je me sent bien dans ma ville pas trop grande et peu de délinquance par rapport à une grande ville . Proche de la campagne et des volcans d’Auvergne. Une ville ou il fait bon vivre ,21/09/2021,catherine
3185,03100,Montluçon,4,5,4,5,3,1,5,"Montluçon est une petite ville avec un peut de commerce, beaucoup de lieux de promenade intéressant hors de la ville.",20/09/2021,Gigi304
3185,03100,Montluçon,5,4,3,4,4,2,6,Quartier central et calme sécurité importante avec le commissariat tout proche.Centre ville très prêt.,02/09/2021,claude
3185,03100,Montluçon,5,5,4,5,5,2,5,"Une belle petite ville qui malheureusement se vide beaucoup, on y trouve de tout, ce qui est nécessaire et utile, ainsi que des loisirs. Pas beaucoup de clubs sportifs (arts martiaux?) mais on s'y fait. La ville est tranquille.",31/08/2021,Amaëlla
3185,03100,Montluçon,0,0,0,1,1,6,2,"La ville de Montluçon s'empire d'année en année, la mentalité global est très nocive, beaucoup de bâtiments abandonnés / en ruine (car on a perdu la moitié de nos habitants depuis l'époque de prospérité des usines).",05/06/2021,FlorianFino
3185,03100,Montluçon,1,2,2,2,2,5,1,"Tristounette...pas très propre. Mitage urbain, architecture récente démoralisante ; maisons actuelles aux façades carrelées, grises et noires...laides.",12/04/2021,Sylvie 
3185,03100,Montluçon,4,3,4,4,4,2,4,"Ville agréable au bord du cher . La vie y est calme , un peu trop , beaucoup de commerce fermés en centre ville , c'est dommage !",12/03/2021,Marie
3185,03100,Montluçon,2,2,3,2,3,6,0,"Ville en déclin perpétuel qui a perdu presque 30.000 habitants en 50 ans à cause de la désindustrialisation. Elle n'arrive toujours pas à sortir la tête de l'eau. Pour une ville de 35.000 habitants il y a beaucoup de de trafic de drogue et des nuisances importantes (principalement sur la rive gauche). Les loyers très faibles attirent des délinquants de plus grandes villes souhaitant ""se mettre au vert"". Pas assez de police. ",15/01/2021,BordsduCher
1262,01120,Montluel,5,4,3,4,4,2,0,"+++ : Petite ville au caractère médiévale, commerces suffisants, gare 20min de Lyon, bus 171  ( 2 euros aller simple seulement) direction Lyon passant par Beynost Miribel Caluire Parc Tête d'or et Lyon Guillotière, supermarché pour faire ses courses, la Sereine, autoroute accès immédiat, office de tourisme, petit cinéma,  plusieurs communautés qui cohabitent ensemble dans le plus grand respect. Un an que j y suis et je m y sens bien.",09/01/2020,Farid
1262,01120,Montluel,4,4,4,4,5,0,0,Petite ville sympathique avec commerces de proximité agréable à vivre mais qui a une mauvaise image véhiculée à tort .Les écoles sont de qualité et les transports accessibles facilement. Pourquoi est elle si mal notée 18 ans que j'habite dans cette ville mes enfants y ont grandi en toute quiétude .,28/09/2021,adalinette
1262,01120,Montluel,2,5,4,4,4,0,0,Les Pb liés au manque de civisme et à la drogue sont une gène.,27/04/2021,Thierry
1262,01120,Montluel,4,4,3,4,4,0,0,"Ville située à proximité route et transports de lyon ,beaucouo d attractivité, activé sportive ,proche de la montagne et de la mer ,un très bon bassin de l emploi",04/07/2020,Olive
1262,01120,Montluel,2,4,3,3,2,1,0,Plus qu'un seul médecin une maison médicale arrivera heureusement en 2020. Tous les métiers de médecine sont partis dans la ville à côté dans la maison médicale.,09/06/2019,Manu01
1263,01090,Montmerle-sur-Saône,5,3,5,4,4,0,0,"Endroit séduisant, agréable en bord de saone avec petite place de marché, petits bars, en clair plaisant et agréable à vivre",30/05/2017,Foutoillet
1263,01090,Montmerle-sur-Saône,5,3,5,5,4,0,0,"Très beau cadre de vie avec commerces de proximité, médecins...vie associative très riche.",01/12/2020,Mitsoukoko
1263,01090,Montmerle-sur-Saône,4,3,2,3,3,0,0,Une petite ville où il fait bon vivre à taille humaine avec des commerçants chaleureux,13/01/2020,Juju
26206,26120,Montmeyran,4,4,4,4,4,0,0,"Petit village de caractère proche de la grande ville, elle possède toute les commodités, c'est un village vivant, seul point negatif habitant en campagne il n y a pas de numéros pour les habitation eloigné du centre du village donc je plein les nouveaus facteur ou gps.",30/08/2021,Pititelfe26
26206,26120,Montmeyran,4,3,4,5,5,0,0,"Petit village tranquille avec tous les commerces nécessaires : boulangerie, coiffeur, pharmacie, esthéticienne, 2 écoles où il fait bon vivre",05/05/2021,nathalie
51380,51210,Montmirail,1,2,1,0,1,0,0,"Insécurité grandissante , maire au abonné absent lorsqu'il  s'agit d'agir pour la sécurité de ses administrés . Bref , une ville de merde remplie de cas sociaux ",09/08/2021,pipalive
51380,51210,Montmirail,4,4,1,4,3,0,0,La qualité de vie y est très sympathique au coeur d'une cité médiévale avec des animations sur ce thème.,16/06/2020,Xxakhxx
44103,44550,Montoir-de-Bretagne,4,4,5,3,4,2,0,"Petite ville où il fait bon vivre.  Nous sommes à proximité du Parc régional de Brière, de Saint-Nazaire, des plages du littoral nord et sud de l'estuaire, de la presqu'île Guérandaise sans les inconvénients dus au grand nombre de touristes fréquentant ces lieux. L'éducation et la jeunesse a toujours été la préoccupation des différentes municipalités par un développement culturel et sportif important.",12/04/2021,Michel
44103,44550,Montoir-de-Bretagne,4,4,5,3,4,0,0,"Ville sympatique bien équipé,et bien située.bien équipé au niveau sportif et culturel.avec un théatre.",11/01/2022,andré
44103,44550,Montoir-de-Bretagne,4,4,5,3,4,0,0,BEAUCOUP DE COMERCES UTILES ,12/06/2021,soso
44103,44550,Montoir-de-Bretagne,4,4,5,3,5,0,0,"Ville axée sur la jeunesse avec centre aéré (avec de très bonnes sorties diversifiées), crèche, jeux pour enfants, journée d'animations pdt l'été offert par la ville. plusieurs magasins ""vitaux"" dans le centre (vétérinaire, buraliste, grande surface, boulangerie, laverie...)",12/04/2021,soso
44103,44550,Montoir-de-Bretagne,2,4,4,2,0,0,0,"La tranquilité et la sécurité ne sont pas vraiment présentes. Voitures vandalisées, parties communes dégradées et non respect des emplacements parking réservés aux résidents. ",09/04/2021,Mamounette-68
44103,44550,Montoir-de-Bretagne,5,4,4,3,5,0,1,"Montoir-de-Bretagne est un ville de l'agglomération de Saint-Nazaire se situant au bord de la Loire. La ville dispose de l'atelier airbus de Saint-Nazaire ainsi qu'un aérodrome, elle continue la zone industrielle de Saint-Nazaire. La ville a un Super U. Elle a un grand axe routier reliant Nantes Châteaubriant et Saint-Nazaire. Elle dispose de transports en communs et du train. ",18/03/2020,Thomas
44103,44550,Montoir-de-Bretagne,4,4,4,3,4,0,0,"Ma ville propose une très belle offre socioculturelle pour tous les membres de la famille, des enfants en bas âge aux personnes âgées.",08/12/2019,Emipuissance2
44103,44550,Montoir-de-Bretagne,4,4,4,3,2,0,1,Super,19/01/2017,Romouille
41149,41800,Montoire-sur-le-Loir,4,4,4,2,3,0,0,"Chargée d'histoire superbe patrimoine beaucoup de sites a visiter superbe architecture ,   nos campagnes sont belles le petit coté négatif  serait le manque de transport pour pouvoir avoir accès a tout ça",11/12/2020,Loula
41149,41800,Montoire-sur-le-Loir,4,3,3,4,4,0,0,Ville assez calme mes commerces a proximité tous convivial manque plus d'animation mais dans l'ensemble tout est bien,12/10/2019,Choupinette41
26208,26800,Montoison,1,3,4,2,3,0,0,"Le côté nature tout autour n'est pas assez mis en avant, on se sent au coeur d'une ville polluée alors que les montagnes sont juste autours.",29/10/2021,Corto12
26208,26800,Montoison,5,4,4,5,4,0,0,"Village agréable , calme à la campagne proche de la ville, presque tous les services sont présents .",17/10/2021,Pinpin rose
26208,26800,Montoison,4,4,2,3,4,0,0,On se y sent bien mais trop calme au niveau des animations...... .,22/07/2021,Laet
26208,26800,Montoison,1,1,2,1,1,0,0,Petit village bien situé -la place de la mairie devrait être mieux aménagée pour  être vraiment le centre d'animations .,29/02/2020,michelle
9210,09000,Montoulieu,5,4,5,5,4,0,0,Très calme et familial ,23/08/2021,Skatch 09
34172,34000,Montpellier,0,3,3,2,2,61,12,"La place de la comédie est devenue un véritable coupe gorge....des sdf font leurs besoins dans la rue à côté du vieil opéra... Une infection ! Rien n'est fait... Je pense que la maire ne fait pas du vélo par cette rue... Rien n'est fait.... Très sale... Quand aux mineurs non accompagnes ils commettent leurs forfaits, agressions sans aucune impunité....vraiment très triste.... Montpellier était une ville magnifique maintenant c'est une ville de bobos originaires pour la plupart de Paris dans le déni total de la réalité.... Avec ça vous avez le tableau de la ville de Montpellier 2020.... ",15/09/2020,Lucas bel
34172,34000,Montpellier,0,3,3,2,2,0,1,20 ans que je n’y suis pas passé ,02/03/2022,Parigo 
34172,34000,Montpellier,0,2,2,0,1,1,0,"Ville devenue très dangereuse, 4 vols avec effraction et vol sur la voie public en 7 mois. Agressions verbales très violentes avec menaces d'agressions physiques hebdomadaires.  Habitant cette ville depuis plus de 20 ans, je ne pense plus qu'à fuir Montpellier pour sauver mon bien-être et ma vie. ",26/02/2022,satanas
34172,34000,Montpellier,0,3,3,3,4,1,0,"+ ville ensoleillé la plupart du temps donc un climat parfait, le côté hyper pratique c'est le tramway qui traverse la ville et les infrastructures de sports, les restaurations rapides, les nombreux commerces et boutiques les rdv rapide pour l'ophtalmologue par exemple, le calme a rives du Lez Antigone port Marianne",21/02/2022,King
34172,34000,Montpellier,2,5,5,5,4,5,0,Points noirs : la sécurité (vols dans les trams notamment) avec pas mal de délinquants qui trainent jusqu 'au centre ville. Il faut beaucoup plus de policiers et arrêter d'accueillir tout et n'importe qui.,10/02/2022,Isa
34172,34000,Montpellier,1,5,5,5,5,5,0,"Les + : Région magnifique et très diversifiée, climat méditerranéen, ville ultra étudiante (écoles et facs de très bon niveau) et ultra jeune, dynamisme, architecture, culture, sport de très haut niveau.",31/01/2022,Léia
34172,34000,Montpellier,2,1,4,2,4,8,2,"Jhabite a 1h30 de Montpellier, j'avais fait mes études là-bas  entre 2009 et 2010 ,je suis revenu récemment  faire un ptit tour par nostalgie et honnêtement je n'ai pas reconnu cette ville, ce n'est pas dutout le Montpellier que j'ai connu ya 12 ans,c vraiement affreux ce qu est devennu cette ville , c'est devennu sale de partout avec plein de déchets par terre, des délinquants de partout, des bouchons de partout  alors qu on est juste en janvier a tel point que je me demande comment ils font pour acceder au plages en haute saison sans péter un câble,  jai meme entendu des locaux dire que les jeunes se bataient avec des couteaux désormais, a peine arrivé j'ai aperçu une personne se piquer a la vue de tout le monde et une autre maltraiter son chien a la vu de tout le monde également, grossomodo cest l'anarchie ,c'est devennu Marseille bis quoi ,je pense que Montpellier c'est bien  quand on est juste de passage pour faire du shopping, se soigner ou assister a un evenement culturel mais pour y habiter c'est a éviter comme pas mal de nos grandes villes de nos jours hélas. ",27/01/2022,Rey
34172,34000,Montpellier,0,4,4,3,3,7,2,"Une ville qui pourrait être belle et attractive avec ses atouts : mer, soleil, loisirs, culture..",22/01/2022,ILospl
34172,34000,Montpellier,2,5,5,5,5,4,3,"Ville ultra vivante, ultra jeune (ça ne plait pas aux vieux grincheux qui veulent être au calme , dans ce cas faut aller vivre à la campagne ou dans des villes mortes). Education au top (parmi les meilleures universités et écoles. Nombre énorme d'étudiants), médecine de pointe. Mélange d'architecture ancienne (le vieux Montpellier, superbe) et de modernisme (Port Marianne, Antigone). ",19/01/2022,Anne So
34172,34000,Montpellier,,,,,,5,3,"Seul  problème la délinquance vous dites  mdrrr ,sans m'étaler sur les autres point négatifs de Montpellier  qui sont bien nombreux je pense que la délinquance  que vous citez suffit d'elle même a vous decredibiliser  par rapport a ce que vous dites et par rapport a la note que vous donner a cette ville desastreuse, sachez aussi que rien n'est aussi important que la sécurité et la paix dans une société. ",30/01/2022,Phil
34172,34000,Montpellier,,,,,,4,0,Je suis une femme et je n'ai jamais eu aucun problème dans les rues de Montpellier (alors que j'en ai eu dans d'autres villes...).,10/02/2022,Anne So
34172,34000,Montpellier,3,4,4,4,4,2,3,"Une ville superbe ou ancien et moderne font une alliance parfaite. Elle est réellement et également parfaite. Son centre ville est assez compact, il est très facile d'y trouver ce que l'on veut. La place de la comédie appelé aussi Fontaine des trois grâces ou trône ces trois belle déesses.",13/01/2022,Misshope
34172,34000,Montpellier,4,4,3,4,3,1,1,"Ville ensoleillée, agréable , étudiante , culturelle . On peut vite être à la plage ou à la campagne . Manque que les pieds dans l eau directement ... la métropole doit ouvrir plus de piscines ou plus dhoraires pour nager.",11/01/2022,Anne so
34172,34000,Montpellier,0,4,2,2,3,6,1,"La ville est sale et n'a rien d'attrayante dans son ensemble, hormis vers Rive le Lez / Port Marianne. L'insécurité et la délinquance règnent, je me suis fait squatter mon appartement durant le premier confinement par un réseau d'immigrés, volé mon téléphone par un pickpocket, dégradé ma voiture aussi en l'espace de 2 ans. Vraiment que des tarés dans cette ville...",07/01/2022,Cyn
34172,34000,Montpellier,,,,,,4,5,Rien à faire d'intéressant sur Montpellier ?????,13/01/2022,Isa
34172,34000,Montpellier,4,4,4,4,4,3,0,Montpellier est une superbe ville avec beaucoup d'animations et d'activités dont le slogan de l'office de Tourisme était il y a quelques années : Montpellier la ville où le soleil ne se couche jamais. Tellement vrai !,07/01/2022,Jac34
34172,34000,Montpellier,3,4,3,3,2,2,3,Très peu de commerces de proximité pour achat essentiels. ,04/01/2022,Victoria
34172,34000,Montpellier,3,4,4,4,3,5,2,Montpellier est une magnifique ville à quelques kilomètres de la mer. Les activités et animations sportives sont permanentes c'est pour ça que c'est la ville la plus sportive de France. Elle est très cosmopolite car beaucoup d'étudiants étrangers viennent y faire des séjours. Pas d'aspects réellement négatifs.,02/01/2022,Mumu
25405,25160,Montperreux,4,4,4,4,0,0,0,C est unendroit paisible magnifique un ecrin de vedure pour les amoureux de la nature un paradis . le bemol est qu il faut absolument une voir deux voitures pour y vivre,13/07/2020,Nounours
24292,24610,Montpeyroux,5,5,4,5,3,0,0,"Vivre à la campagne permet une vie saine, tranquille, loin de toute pollution mais pour faire ses achats faut absolument une voiture. ",07/01/2021,nounouclaire1406
24294,24700,Montpon-Ménestérol,3,3,4,4,3,2,0,"Ville moyenne de population vieillissante dont la position géographique (axe routier et ferroviaire) permettrait l’exploitation de nouvelles entreprises, de commerce et de développement … ",09/09/2021,Magnuson 
24294,24700,Montpon-Ménestérol,4,4,4,4,3,0,0,"Centre ville MORT,  Trop de magasins fermés.  trop de circulation sur l'avenue principale.  Manque de dynamisme commercial. Beau et grand marché le mercredi",04/10/2021,Claude
24294,24700,Montpon-Ménestérol,3,3,1,2,2,0,0,"Ville vieillissante.  Pas de dynamisme, triste, pas de lycée.  Il faut du renouveau pour relancer l'attractivité de ma commune",05/01/2021,Jeanluc
24294,24700,Montpon-Ménestérol,4,3,0,3,3,1,0,C'est une ville vieillissante où on propose peu d'activités..beaucoup de chômage..peu de magasins...,27/01/2019,Cristal1981
47191,47200,Montpouillan,5,5,4,5,2,0,0,Ville calme et bien équipée ! Il manquerait un dépôt de pain tabac bar pour être bien. Ville très agréable et très jolie.,20/02/2021,Ket
1264,01310,Montracol,4,3,4,3,4,0,0,Petite ville de province ou il fait bon vivre,06/06/2017,Lescale
11254,11290,Montréal,1,1,2,2,2,1,0,"Aspect positifs es l'histoire, l'aspect négatifs selon moi est la population.Il y a des endroit beaucoup plus sécuritaire que d'autre.",30/09/2019,Minako
11254,11290,Montréal,3,4,4,4,5,0,0,J`aime montreal pour transport en communs,14/12/2021,josee6
11254,11290,Montréal,3,4,4,4,2,1,0,"Calme, un peu perdue, manque un supermaché mais....tout le monde au presque se connait, convivial, agréable",20/12/2017,Danypous
1265,01460,Montréal-la-Cluse,3,2,5,4,2,0,0,Tres belle environement mais mal desservi concernant les transports. ,30/01/2020,Fabi 83
1265,01460,Montréal-la-Cluse,5,5,5,5,5,0,0,"Best ville ever! Everyone is kind, there is snow, lake, nature and mountains, and we have the best tacos in this city!",24/01/2020,Jérôme
1265,01460,Montréal-la-Cluse,3,3,3,4,2,0,0,"Cette ville est assez agreable, je regrette juste une frequence de transport pour quelqu'un comme moi qui n'a pas de voiture",19/11/2019,Georgette M.
1265,01460,Montréal-la-Cluse,5,4,5,4,5,0,0,"Diversité, ouverture d'esprit. Nombreuses activités culturelles, sportives. Parcs. Très bien desservie.",08/11/2018,Jasmine
1265,01460,Montréal-la-Cluse,5,5,5,5,5,0,0,"Une ville dynamique, moderne mais humaine. C'est la ville ou il fait bon vivre. Toutefois la neige peut être un peu déroutante pour certains au début.",30/10/2017,Maxou9999
1265,01460,Montréal-la-Cluse,5,4,5,4,5,0,0,Il fait bon y vivre,04/05/2017,Roselyne01
11255,11100,Montredon-des-Corbières,4,3,3,3,3,0,0,Proche d'un ville de 45000 habitants peu de commerce peut être de notre faute maintenant village dortoir .,27/09/2021,Jaco11100
31390,31210,Montréjeau,0,1,2,2,1,0,0,"Café  bruyant, crottes de chiens (très nombreux )sur les trottoirs,voiture musique à fond, 2 roues échappement libre en toute impunité, aucune navettes entre gare et centre ville ,marché  très bien les lundi,bonnes asso de tous genre, population victime pasentendue .",11/11/2021,Bakou
31390,31210,Montréjeau,3,3,3,0,2,0,0,Cette ville devient de plus en plus déserte malheureusement . Les commerces ferment tour à tour . Les sports pratiqués dans cette ville ne sont as assez mis en avant .,22/10/2018,Francemathys
44104,44370,Montrelais,5,3,2,5,1,0,0,Montrelais est une belle petite ville mais manque de commerces et de transports. Le village dispose tout de même d'un beau patrimoine historique telle que le centre d'art. ,18/03/2020,Thomas
24295,24110,Montrem,4,4,3,4,2,0,0,Très joli lieu dit niché dans un écrin de verdure très arboré et fleuri. Les maisons sont très acceptables et bien réparties,24/05/2021,GLADYS
24295,24110,Montrem,4,4,4,4,2,0,0,Très bonne petite commune rurale. Une école dynamique et pas mal d'associations sportives. Manque de commerces.,01/01/2020,Piroulix84
49215,49260,Montreuil-Bellay,0,3,3,2,2,0,0,"Montreuil-Bellay est une belle ville médiévale avec un magnifique château, de solides remparts de 12 m de hauts, son petit centre ville accueillant, ces quelques bars remplis de convivialités, joie et vins mais assombris par une bande de voyous, délinquants qui n'ont cessé de vandaliser, cambrioler, agresser sans être inquiété par les force de l'ordre et surtout cette cette année 2020.",26/01/2022,Dark Schneider
49214,49460,Montreuil-Juigné,3,4,3,5,4,1,1,La ville est entre campagne et angers avec tous les transport en commun très pratique pour se déplacer . Nous avons l'air pur.,23/04/2017,Fafa49
49214,49460,Montreuil-Juigné,4,3,4,4,4,0,1,Une ville agréable ou il fait bon y vivre. Une ville dynamique et vivante . Malgré quelques quartiers mais fréquentés,10/09/2021,Soso
35193,35520,Montreuil-le-Gast,4,4,4,4,2,0,0,Petite mais sympathique,14/01/2017,Lulurock14
49218,49110,Montrevault-sur-Èvre,5,5,4,5,2,0,0,"Montrevault sur Evre est une jolie bourgade de campagne, où il fait bon vivre dans la nature, avec de l'espace. Les gens s'y entraident, sont motivés pour animer des associations multiples. Proche des grandes villes, il faut toutefois être véhiculé.",14/01/2021,crousse
49218,49110,Montrevault-sur-Èvre,4,4,4,4,5,0,1,Il y a des ecoles publics donc forcement un peu de délinquance mais sinon ca va. Il y fait bon vivre,16/01/2022,Alexis
49218,49110,Montrevault-sur-Èvre,3,4,4,4,4,0,0,Ville dynamique au passé historique fourni situation géographique idéale riche en commerce  animations variées,11/03/2020,Lyly81
49218,49110,Montrevault-sur-Èvre,4,3,1,4,0,0,0,"C'est la campagne, on est au calme mais il n'y a pas beaucoup d'activite. Mais au moins on connait tout le monde",06/07/2019,Lulu
49218,49110,Montrevault-sur-Èvre,4,4,3,4,1,0,0,"Une campagne où il fait bon vivre mais la voiture est indispensable pour se rendre en ville est accéder aux commerces, aux soins, activité sportive et culturel. c'est un choix de vie.",21/06/2019,Emelyne44
49218,49110,Montrevault-sur-Èvre,4,3,2,4,0,0,0,"Trop rural ,  peu d'evolution depuis les annnees 30, acces a internet diffcile  mais grande solidarite entre les habitants",03/06/2018,Seb
49218,49110,Montrevault-sur-Èvre,4,2,3,4,1,0,0,Petite village de campagne,13/07/2017,Lulu49600
49218,49110,Montrevault-sur-Èvre,4,4,4,4,4,0,0,Bonne,30/06/2017,Fanny
1266,01340,Montrevel-en-Bresse,4,3,3,3,3,0,0,Une ville qui détruit son coeur par son urbanisation !,20/02/2017,Cpapyre
41151,41400,Montrichard Val de Cher,4,4,4,4,4,0,0,Ville avec tous commerces,07/06/2021,Damien
37159,37260,Monts,4,4,4,4,4,0,0,Ville agréable à vivre avec toutes les commodités nécessaires. Beaucoup d'activités proposées aussi bien pour les enfants que pour les adultes. Ville calme moitié campagne moitié ville.,19/08/2019,Fanfan37260
37159,37260,Monts,4,4,4,4,4,0,0,"Ville de taille humaine, plutôt bien équipée en commerce, transports, écoles etc. Bien entretenue et fleurie, paysage agréable",24/07/2019,Maju37
48127,48700,Monts-de-Randon,5,3,3,2,2,0,0,Just two of us,21/06/2021,sp234
15134,15120,Montsalvy,4,4,4,4,4,2,0,"Joli petit village cantalien avec toutes les commodités comme les commerces ou la santé. Centre ancien sympa, gens accueillants: on s'y sent bien. Nature préservée et belles randonnées à faire aux alentours",31/12/2020,jean michel
26211,26130,Montségur-sur-Lauzon,3,4,4,4,4,0,0,Je n habites pas Saint Paul trois chateaux.Je suis sur montsegur sur lauzon.trop bien cette avec tous ceses commerces,15/10/2021,Corinne59
53161,53150,Montsûrs,5,2,2,4,3,0,0,"Venant de grandes villes, je n’aime pas la mentalité des personnes du village qui s’occupe plus de votre vie que de la leurs et pas assez de commerces ",09/06/2021,Karl
53161,53150,Montsûrs,4,2,0,4,0,0,0,"Village calme et agréable dommage qu'il n'y ai pas d'épicerie ou de dépôt de pain, un gros manque d'animation et un maire désagréable.",03/12/2018,Laureen
33293,33450,Montussan,5,4,4,5,5,0,1,Trés jolie ville ou il fait bon vivre. Commerce de proximité et nombreux services dans le centre ville,19/09/2021,Vero
33293,33450,Montussan,4,4,4,4,4,0,2,Très belle ville. Proximité de la mer et de l'Espagne. Qualité de vie. Malheureusement trop chère pour les logements,07/04/2019,Meli
33293,33450,Montussan,2,2,5,5,2,0,1,Bien,26/01/2017,Mariek
26212,26120,Montvendre,0,3,4,5,3,1,0,"Vous êtes bien dans tous sauf la sécurité ou c'est lamentable ,pas de policiers,pas de vidéo protection pourtant c'est obligatoire c'est lamentable ,il faudrait que vous  aiyez des vols ou n'importe quelles violences,délinquances pour vous bouger le trains pour la sécurité et la sereineté des habitants ",20/08/2021,Vr2003
3189,03170,Montvicq,5,4,3,5,4,0,0,"Petit village de campagne, calme, nature, chemin de randonnée. Idéale pour les amoureux de la nature.",18/12/2020,NATA03
50356,50680,Moon-sur-Elle,4,4,3,3,2,0,0,"Aspect positif: calme, beaucoup d'espaces vert",18/12/2021,marvelftgot
51384,51200,Morangis,5,5,3,5,5,0,0,Très joli village. Les habitants sont sympathiques. Il manque juste un city sport pour les enfants et ado,18/03/2021,Christophe 
38260,38460,Moras,2,3,1,2,4,0,0,"Vieille, non-vivante",13/06/2017,Elodie38
26213,26210,Moras-en-Valloire,3,5,4,5,4,0,0,Village plutôt calme et nature petite parc avec polysport et terrain de pétanque plutôt cool  . Points négatif actuellement les festivités manquantes mais que je ne prend pas en compte car c'est du du au covid. ,04/03/2022,Malou15
26213,26210,Moras-en-Valloire,5,4,1,5,3,0,0,La campagne avec ces avantages et ces inconvénients. Village agréable et habitant super sympa et accueillant. Mais voitures obligatoire pour la vie quotidienne. ,05/06/2021,Sandr
40197,40110,Morcenx-la-Nouvelle,1,1,2,0,0,1,0,Morcenx la nouvelle n est pas un paradis on s ennuie gens pas toujours accueillant pas modernes manque commerces pas toujours propre à besoin d d'un nettoyage milieux responsables village,29/08/2021,75
2525,02100,Morcourt,5,4,2,4,4,0,0,Petit village près d une grande ville. Village avec très peux d activités sportives mais cependant il fait bon vivre,09/08/2021,Sylvie
35196,35310,Mordelles,3,3,3,3,4,1,0,"J'utilise rarement la voiture car nous avons presque tout dans notre ville : boulangeries, boucherie, grande surface, magasins de vêtements, chaussures, pharmacies, cabinet médical, banques, opticien, magasins de lunettes... Mais pas beaucoup d'animations",21/03/2019,Nath
35196,35310,Mordelles,4,1,4,3,3,0,0,"C'est super sympa on y passe de bons moments, le hangar est quand même pas super bien éclairé la nuit.",02/05/2021,Dominique
35196,35310,Mordelles,4,4,4,4,4,0,0,"Nous avons tout a porté de main, petite ville très sympathique.",30/01/2021,denis35
35196,35310,Mordelles,3,3,5,2,3,0,0,"Piste cyclable, médecin , marché , boutique, il manque un grande supérette. Autrement les dentistes&128514",11/05/2018,Chancery
56140,56500,Moréac,4,3,4,4,3,0,0,Ville ou il fait bon vivre! Pas assez de commerces cependant il y a un camion crepe qui passe et toujours 3 bars d ouvert et oui c est les bretons,20/04/2021,Kyky
38261,38510,Morestel,4,4,5,5,4,0,0,"Ville très accueillante situé dans un triangle Lyon ,Chambéry ,Grenoble  .Avec un centre ville composé de plusieurs commerces et des supermarchés aux alentours  .Il manque cependant des transports en communs .",30/06/2020,sylvain
38261,38510,Morestel,4,4,4,4,3,0,0,"Ville paisible ou il fait bon vivre pour les actifs et les non actifs .Ville accueillante,mais manque sérieusement de transport en commun .",11/06/2021,Syl38
38261,38510,Morestel,4,3,4,4,4,1,1,Morestel est ville très agréable avec beaucoup de commerce avec beaucoup de spécialiste  et un centre pour faire des analyse de sang,15/07/2019,Milly
38261,38510,Morestel,3,4,2,3,3,0,0,"Point positifs, proximité des services, point négatif manque de logements, pas de transport en commun.",12/02/2019,Mariony
54385,54920,Morfontaine,4,4,0,4,0,0,0,Manque beaucoup parc boulangerie les enfants s ennuie il n y a pas grand chose temps en temps a noel ou les marche,27/06/2021,Mystique5479
54385,54920,Morfontaine,4,2,1,4,1,0,0,"Les aspects positifs sont la tranquillité,mais pas d'activités de loisirs ou peu et pas de transport en commun.",24/01/2019,Roro54
29151,29600,Morlaix,4,5,5,3,5,6,0,"Ville historique avec beaucoup de cachet proche de la mer avec une gare LGV et des équipements importants par rapport à la taille de la ville : ancien port de commerce transformé en port de plaisance en plein centre, gare LGV, aérodrome, IUT, lycées, collèges, écoles, salles de concerts, hôpital général, théâtre à l italienne, complexes sportifs haut de gamme, piscines, cinémas, commerces... ",16/11/2019,Bras
29151,29600,Morlaix,3,4,3,5,4,0,0,Petite ville moyenne à la criminalité faible mais centre ville déserté par les commerçants  qui préfèrent la périphérie. Joli port  et viaduc magnifique.,15/02/2022,didine43
